"UniProtID","functional_class"
"Q8RWZ1","Receptor"
"Q14242","Receptor"
"P59222","Receptor"
"Q14162","Receptor"
"Q9FG24","Receptor"
"Q6R2K3","Receptor"
"Q6R2K1","Receptor"
"Q8R4Y4","Receptor"
"Q8R4U0","Receptor"
"P31391","Receptor"
"O45767","Receptor"
"Q9V5N8","Receptor"
"Q8A1G1","Receptor"
"P35346","Receptor"
"Q8BX35","Receptor"
"P25445","Receptor"
"Q9VUN0","Receptor"
"P08953","Receptor"
"Q9JKT8","Receptor"
"Q9JKU1","Receptor"
"Q7M721","Receptor"
"Q9JKF0","Receptor"
"Q7M710","Receptor"
"P34709","Receptor"
"Q9NP99","Receptor"
"Q9NZC2","Receptor"
"Q6R5N8","Receptor"
"Q9QUN7","Receptor"
"Q5I2M8","Receptor"
"P27512","Receptor"
"P51867","Receptor"
"P25446","Receptor"
"P28908","Receptor"
"O14763","Receptor"
"Q7M713","Receptor"
"Q7M715","Receptor"
"Q67ES7","Receptor"
"O14836","Receptor"
"Q7TQA4","Receptor"
"Q9Y5U5","Receptor"
"Q9NS68","Receptor"
"O75509","Receptor"
"Q93038","Receptor"
"P43489","Receptor"
"P20334","Receptor"
"Q7KIN0","Receptor"
"P40238","Receptor"
"O14798","Receptor"
"Q7TQA9","Receptor"
"Q6GV17","Receptor"
"Q99MB1","Receptor"
"O14788","Receptor"
"P08138","Receptor"
"O19131","Receptor"
"P22934","Receptor"
"Q7M723","Receptor"
"Q7M724","Receptor"
"Q9JKT9","Receptor"
"Q9QZM4","Receptor"
"Q9UBN6","Receptor"
"B7Z8K6","Receptor"
"Q9NYW6","Receptor"
"Q9NYW1","Receptor"
"Q95125","Receptor"
"Q96RJ0","Receptor"
"Q9P1P4","Receptor"
"P30974","Receptor"
"Q02223","Receptor"
"P25119","Receptor"
"Q9ER62","Receptor"
"Q60846","Receptor"
"Q07011","Receptor"
"P30975","Receptor"
"Q9JLF7","Receptor"
"P58681","Receptor"
"Q9NR97","Receptor"
"O35305","Receptor"
"Q92956","Receptor"
"O35714","Receptor"
"P83626","Receptor"
"P36941","Receptor"
"Q28203","Receptor"
"P25931","Receptor"
"Q803F6","Receptor"
"Q18PI6","Receptor"
"Q9NQ25","Receptor"
"Q92854","Receptor"
"Q9UIB8","Receptor"
"O42224","Receptor"
"A7LCJ3","Receptor"
"Q8IN35","Receptor"
"Q9QUM4","Receptor"
"Q8BHK6","Receptor"
"P91682","Receptor"
"O88307","Receptor"
"Q6PHU5","Receptor"
"Q8SWR3","Receptor"
"Q20411","Receptor"
"Q20618","Receptor"
"P26342","Receptor"
"Q9MYW3","Receptor"
"Q9Y2C9","Receptor"
"Q9JKE7","Receptor"
"Q9NYW7","Receptor"
"Q9NYW3","Receptor"
"Q9P1P5","Receptor"
"Q5QD15","Receptor"
"Q6NXT6","Receptor"
"Q9NYV8","Receptor"
"P59529","Receptor"
"P59541","Receptor"
"Q9NYW0","Receptor"
"Q9NYV9","Receptor"
"P59535","Receptor"
"Q9NYW4","Receptor"
"Q9NYW2","Receptor"
"B6A8R8","Receptor"
"Q6R2K2","Receptor"
"Q9C8M9","Receptor"
"Q9U5L1","Receptor"
"P08240","Receptor"
"O00451","Receptor"
"O18821","Receptor"
"Q95JG1","Receptor"
"Q14439","Receptor"
"Q99706","Receptor"
"P20937","Receptor"
"O54707","Receptor"
"Q80ZC8","Receptor"
"O88713","Receptor"
"Q12918","Receptor"
"Q9NZS2","Receptor"
"P48357","Receptor"
"P43629","Receptor"
"Q91V45","Receptor"
"Q13241","Receptor"
"Q96E93","Receptor"
"P23913","Receptor"
"Q8MLV1","Receptor"
"D3W0D1","Receptor"
"P35952","Receptor"
"Q9HBX8","Receptor"
"P32247","Receptor"
"Q91ZX1","Receptor"
"Q8CJ91","Receptor"
"P30992","Receptor"
"Q8BW93","Receptor"
"P35352","Receptor"
"Q7TSA3","Receptor"
"Q16581","Receptor"
"Q6UNA4","Receptor"
"Q4V622","Receptor"
"Q91ZW8","Receptor"
"Q8IX05","Receptor"
"P42082","Receptor"
"Q9Z0M6","Receptor"
"Q62997","Receptor"
"O60609","Receptor"
"P16882","Receptor"
"Q0P543","Receptor"
"Q9GZZ7","Receptor"
"O88537","Receptor"
"Q9UHF4","Receptor"
"Q80XZ4","Receptor"
"P08887","Receptor"
"P40189","Receptor"
"P16872","Receptor"
"Q80XH2","Receptor"
"Q764M8","Receptor"
"O35664","Receptor"
"Q03824","Receptor"
"P58406","Receptor"
"P26951","Receptor"
"P32927","Receptor"
"P24394","Receptor"
"P42701","Receptor"
"O09030","Receptor"
"Q8VHK6","Receptor"
"Q7T2L7","Receptor"
"Q8QHJ9","Receptor"
"P13504","Receptor"
"Q01344","Receptor"
"P22272","Receptor"
"Q9HB29","Receptor"
"K9JA28","Receptor"
"P30546","Receptor"
"P97292","Receptor"
"Q91ZY1","Receptor"
"Q03600","Receptor"
"Q95207","Receptor"
"Q8CGK5","Receptor"
"Q63621","Receptor"
"P27931","Receptor"
"Q9HBE5","Receptor"
"O02733","Receptor"
"P34902","Receptor"
"Q01113","Receptor"
"P15260","Receptor"
"Q2TB54","Receptor"
"P06734","Receptor"
"P13386","Receptor"
"P20491","Receptor"
"Q9VZW5","Receptor"
"P33766","Receptor"
"Q9Z0U4","Receptor"
"O88871","Receptor"
"O43603","Receptor"
"Q9EPI2","Receptor"
"Q6UXV0","Receptor"
"Q61606","Receptor"
"O14842","Receptor"
"O15552","Receptor"
"Q9NBW1","Receptor"
"Q8WMU5","Receptor"
"Q9NPG1","Receptor"
"Q9QZH0","Receptor"
"O88626","Receptor"
"P79266","Receptor"
"P20489","Receptor"
"A5PLE7","Receptor"
"Q99JG2","Receptor"
"Q92637","Receptor"
"P32301","Receptor"
"Q7TQP3","Receptor"
"P70259","Receptor"
"Q5UAW9","Receptor"
"Q80SS6","Receptor"
"P47211","Receptor"
"H2L0Q3","Receptor"
"Q95254","Receptor"
"Q61738","Receptor"
"Q3V0T4","Receptor"
"P05555","Receptor"
"O70309","Receptor"
"Q9Z0T9","Receptor"
"P11584","Receptor"
"O75578","Receptor"
"Q24247","Receptor"
"Q00651","Receptor"
"Q9W1M8","Receptor"
"P20701","Receptor"
"P07228","Receptor"
"P16144","Receptor"
"P26012","Receptor"
"Q27591","Receptor"
"Q9NP60","Receptor"
"Q9UKX5","Receptor"
"P12080","Receptor"
"Q9V7A4","Receptor"
"P11835","Receptor"
"P05106","Receptor"
"Q9EQF4","Receptor"
"Q13478","Receptor"
"Q01114","Receptor"
"P14719","Receptor"
"P33896","Receptor"
"P48551","Receptor"
"P15261","Receptor"
"Q8K4B4","Receptor"
"P12342","Receptor"
"P41690","Receptor"
"P16297","Receptor"
"Q8NI17","Receptor"
"Q86SU0","Receptor"
"P38484","Receptor"
"V5JFY4","Receptor"
"Q6UWB1","Receptor"
"Q8N6C5","Receptor"
"P84180","Receptor"
"P58954","Receptor"
"Q9V969","Receptor"
"P83293","Receptor"
"P83297","Receptor"
"Q8IN23","Receptor"
"Q8IMZ5","Receptor"
"P91685","Receptor"
"P49019","Receptor"
"O46598","Receptor"
"Q96D42","Receptor"
"P97772","Receptor"
"P31422","Receptor"
"P41594","Receptor"
"O14843","Receptor"
"Q5NUL3","Receptor"
"O95838","Receptor"
"P02724","Receptor"
"P32249","Receptor"
"O08878","Receptor"
"Q13304","Receptor"
"Q8BZA7","Receptor"
"Q4KLH9","Receptor"
"Q99MT7","Receptor"
"P35895","Receptor"
"Q9NDM2","Receptor"
"P47775","Receptor"
"Q3T0E9","Receptor"
"Q99678","Receptor"
"O00270","Receptor"
"Q9ES90","Receptor"
"A6QLE7","Receptor"
"Q8IRL8","Receptor"
"P58950","Receptor"
"P58952","Receptor"
"P58953","Receptor"
"Q9VKJ7","Receptor"
"Q9VJF2","Receptor"
"P58960","Receptor"
"P58961","Receptor"
"Q9W1N6","Receptor"
"Q8IPU5","Receptor"
"Q9VD74","Receptor"
"B2RPY5","Receptor"
"O15218","Receptor"
"Q9W497","Receptor"
"P58951","Receptor"
"Q7PMG3","Receptor"
"Q9VM09","Receptor"
"Q9VKA5","Receptor"
"Q8INZ2","Receptor"
"Q9W2B1","Receptor"
"P58985","Receptor"
"Q9W0M2","Receptor"
"P83294","Receptor"
"Q9VTN0","Receptor"
"Q86HH3","Receptor"
"Q54U89","Receptor"
"Q5RDQ8","Receptor"
"Q02644","Receptor"
"Q95ZW1","Receptor"
"P49685","Receptor"
"P46091","Receptor"
"Q12361","Receptor"
"Q5U431","Receptor"
"Q3UJF0","Receptor"
"Q6YNI2","Receptor"
"Q2KI97","Receptor"
"Q8VHN7","Receptor"
"Q9HCN6","Receptor"
"P84181","Receptor"
"Q7PYF4","Receptor"
"P58962","Receptor"
"Q9W1U5","Receptor"
"Q9W1N5","Receptor"
"P83295","Receptor"
"P83296","Receptor"
"Q9VSH2","Receptor"
"Q9VD76","Receptor"
"Q5U9X3","Receptor"
"Q9W367","Receptor"
"P30550","Receptor"
"Q9W7C5","Receptor"
"Q923Z0","Receptor"
"Q8K4Z6","Receptor"
"Q9QY42","Receptor"
"P46089","Receptor"
"Q96P69","Receptor"
"O18280","Receptor"
"Q8C131","Receptor"
"Q6DN72","Receptor"
"Q91V87","Receptor"
"P35376","Receptor"
"Q8CHL0","Receptor"
"P58958","Receptor"
"Q9H461","Receptor"
"P83292","Receptor"
"P26151","Receptor"
"P27645","Receptor"
"Q96LA6","Receptor"
"P24071","Receptor"
"A0A0B4J1G0","Receptor"
"P25089","Receptor"
"G5ECQ2","Receptor"
"O77438","Receptor"
"P18537","Receptor"
"P33450","Receptor"
"Q8K4C8","Receptor"
"Q8NGA4","Receptor"
"P58957","Receptor"
"P31995","Receptor"
"P08101","Receptor"
"P13599","Receptor"
"Q8R4Y0","Receptor"
"Q96LA5","Receptor"
"Q96P31","Receptor"
"A1YIY0","Receptor"
"P58956","Receptor"
"P58959","Receptor"
"Q61727","Receptor"
"O95256","Receptor"
"Q61190","Receptor"
"Q14627","Receptor"
"Q96F46","Receptor"
"Q13651","Receptor"
"P97378","Receptor"
"Q13261","Receptor"
"Q9NRM6","Receptor"
"Q8NAC3","Receptor"
"Q8NFR9","Receptor"
"Q6UXL0","Receptor"
"Q64385","Receptor"
"P42259","Receptor"
"O70421","Receptor"
"G5ECB2","Receptor"
"P50895","Receptor"
"P46663","Receptor"
"P25023","Receptor"
"O88875","Receptor"
"P22815","Receptor"
"P25117","Receptor"
"Q8ITC7","Receptor"
"Q9NPY3","Receptor"
"P20239","Receptor"
"P48831","Receptor"
"O95405","Receptor"
"P40890","Receptor"
"P46094","Receptor"
"Q12836","Receptor"
"Q05996","Receptor"
"P98163","Receptor"
"Q8K1S3","Receptor"
"Q26261","Receptor"
"Q9GK80","Receptor"
"Q9R187","Receptor"
"Q64695","Receptor"
"O15197","Receptor"
"O76767","Receptor"
"P25101","Receptor"
"O62709","Receptor"
"P06211","Receptor"
"O75882","Receptor"
"P07306","Receptor"
"Q8NFT8","Receptor"
"Q61616","Receptor"
"Q8IS44","Receptor"
"P21917","Receptor"
"P61168","Receptor"
"Q8BLD9","Receptor"
"Q9VWE0","Receptor"
"Q09967","Receptor"
"Q9MYZ9","Receptor"
"Q4W815","Receptor"
"P40223","Receptor"
"P97792","Receptor"
"Q9EQ16","Receptor"
"Q6UUW5","Receptor"
"Q6UUW6","Receptor"
"Q9HC73","Receptor"
"Q9P126","Receptor"
"Q9D676","Receptor"
"Q9Z2H6","Receptor"
"P56747","Receptor"
"Q8TDQ1","Receptor"
"P08174","Receptor"
"Q7YW31","Receptor"
"P70658","Receptor"
"P32302","Receptor"
"Q9U320","Receptor"
"Q18163","Receptor"
"Q18321","Receptor"
"Q6RYS9","Receptor"
"P41596","Receptor"
"Q18775","Receptor"
"P30728","Receptor"
"Q24563","Receptor"
"Q9W0A0","Receptor"
"P70211","Receptor"
"P46092","Receptor"
"P51675","Receptor"
"P41597","Receptor"
"P32248","Receptor"
"P04235","Receptor"
"P29329","Receptor"
"P15379","Receptor"
"P26842","Receptor"
"Q07969","Receptor"
"Q925P2","Receptor"
"O54814","Receptor"
"Q9WUT7","Receptor"
"Q64159","Receptor"
"P26051","Receptor"
"P01730","Receptor"
"P09564","Receptor"
"P33681","Receptor"
"P35384","Receptor"
"P51684","Receptor"
"P51685","Receptor"
"O00421","Receptor"
"O18906","Receptor"
"Q9BZW8","Receptor"
"P07766","Receptor"
"P51679","Receptor"
"O35457","Receptor"
"Q9NNX6","Receptor"
"P42081","Receptor"
"A1ZAX0","Receptor"
"P30551","Receptor"
"O35161","Receptor"
"Q9NYQ7","Receptor"
"Q9HCU4","Receptor"
"Q6SJQ0","Receptor"
"Q6SJQ7","Receptor"
"Q91ZW7","Receptor"
"Q9TX43","Receptor"
"Q9JHG3","Receptor"
"Q0VD83","Receptor"
"Q8WPA2","Receptor"
"P07307","Receptor"
"G5ECD9","Receptor"
"Q80ZF8","Receptor"
"P50052","Receptor"
"Q80T32","Receptor"
"Q9BY15","Receptor"
"Q5T601","Receptor"
"Q8IZF5","Receptor"
"Q9Y653","Receptor"
"Q8IZP9","Receptor"
"O88923","Receptor"
"P35373","Receptor"
"P17342","Receptor"
"Q75W84","Receptor"
"Q2TAD5","Receptor"
"Q9UHP7","Receptor"
"P10716","Receptor"
"Q9UGN4","Receptor"
"Q1ERP8","Receptor"
"Q6UVW9","Receptor"
"Q8C1T8","Receptor"
"O88507","Receptor"
"Q8K4Q8","Receptor"
"Q9NS75","Receptor"
"Q9QZN9","Receptor"
"Q8VCH2","Receptor"
"Q504P2","Receptor"
"Q6ZS10","Receptor"
"Q9BXN2","Receptor"
"P20272","Receptor"
"Q868T3","Receptor"
"Q8K4F0","Receptor"
"Q07763","Receptor"
"P16070","Receptor"
"Q76LL8","Receptor"
"Q54U75","Receptor"
"P15509","Receptor"
"Q90Y50","Receptor"
"P49682","Receptor"
"Q8CII9","Receptor"
"A6QNL7","Receptor"
"P25025","Receptor"
"P17927","Receptor"
"P20023","Receptor"
"Q8R4S8","Receptor"
"Q5WA50","Receptor"
"Q27367","Receptor"
"Q00941","Receptor"
"Q2HXU8","Receptor"
"Q99JA4","Receptor"
"O35786","Receptor"
"O00590","Receptor"
"O89039","Receptor"
"P35348","Receptor"
"P25100","Receptor"
"Q96PE1","Receptor"
"Q8IWK6","Receptor"
"P28566","Receptor"
"Q02284","Receptor"
"P20905","Receptor"
"P35350","Receptor"
"P16395","Receptor"
"P56489","Receptor"
"Q9U7D5","Receptor"
"P17200","Receptor"
"P29276","Receptor"
"P28647","Receptor"
"P49578","Receptor"
"P56490","Receptor"
"P19327","Receptor"
"Q0EAB5","Receptor"
"P35363","Receptor"
"Q5IS65","Receptor"
"Q28998","Receptor"
"Q28524","Receptor"
"Q9P0K1","Receptor"
"Q28838","Receptor"
"P19328","Receptor"
"P18825","Receptor"
"Q7Z7M1","Receptor"
"Q86SQ3","Receptor"
"Q8IZF7","Receptor"
"Q96K78","Receptor"
"O88917","Receptor"
"Q09388","Receptor"
"P35368","Receptor"
"P25099","Receptor"
"P33487","Receptor"
"Q16570","Receptor"
"P28286","Receptor"
"P30994","Receptor"
"P35365","Receptor"
"P34969","Receptor"
"P30543","Receptor"
"O43193","Receptor"
"Q15223","Receptor"
"B0BLW3","Receptor"
"Q8NHJ6","Receptor"
"P46628","Receptor"
"Q9UEW3","Receptor"
"P04201","Receptor"
"P33033","Receptor"
"Q8R4I7","Receptor"
"P26718","Receptor"
"Q61184","Receptor"
"P34576","Receptor"
"P32240","Receptor"
"P43117","Receptor"
"Q2YFS3","Receptor"
"P48042","Receptor"
"Q15391","Receptor"
"P34446","Receptor"
"P20789","Receptor"
"Q8VGR8","Receptor"
"P23265","Receptor"
"Q8NH19","Receptor"
"Q8NH80","Receptor"
"Q9Y4A9","Receptor"
"P35896","Receptor"
"Q8NGC9","Receptor"
"P23266","Receptor"
"Q8NGR1","Receptor"
"Q8NGV5","Receptor"
"Q8NGZ3","Receptor"
"Q8NGT2","Receptor"
"Q8NH64","Receptor"
"Q9H255","Receptor"
"Q8NGK1","Receptor"
"Q8NH67","Receptor"
"Q8NGK4","Receptor"
"Q8NGH7","Receptor"
"P70597","Receptor"
"P70580","Receptor"
"Q8BQS5","Receptor"
"Q9DCU0","Receptor"
"Q865K8","Receptor"
"O88634","Receptor"
"P26824","Receptor"
"Q7YTA6","Receptor"
"Q9UKJ1","Receptor"
"O15173","Receptor"
"Q99623","Receptor"
"P43253","Receptor"
"A5D7K8","Receptor"
"Q8N131","Receptor"
"P49683","Receptor"
"Q8R416","Receptor"
"Q54ZW0","Receptor"
"P08F94","Receptor"
"Q62028","Receptor"
"O45657","Receptor"
"O43157","Receptor"
"Q9ULL4","Receptor"
"Q8ITC9","Receptor"
"P06401","Receptor"
"Q3E991","Receptor"
"Q9Y4D7","Receptor"
"Q86WI1","Receptor"
"B2RXS4","Receptor"
"P58181","Receptor"
"Q9H207","Receptor"
"Q8NGE0","Receptor"
"Q96KK4","Receptor"
"Q8NGX5","Receptor"
"Q8NGF6","Receptor"
"Q9UGF5","Receptor"
"Q8NHA4","Receptor"
"A6NND4","Receptor"
"Q8NGB8","Receptor"
"Q9H339","Receptor"
"Q8NH61","Receptor"
"Q9H343","Receptor"
"Q8NH59","Receptor"
"Q9UKL2","Receptor"
"Q9H346","Receptor"
"Q8NH56","Receptor"
"Q8NGI3","Receptor"
"Q8VGQ7","Receptor"
"Q8VFM9","Receptor"
"Q9Z1V0","Receptor"
"Q60889","Receptor"
"Q9D1E5","Receptor"
"Q4TU93","Receptor"
"Q8TDS7","Receptor"
"P43657","Receptor"
"G5EDW2","Receptor"
"Q90674","Receptor"
"Q8CIQ6","Receptor"
"Q13585","Receptor"
"A0A0K3AWM6","Receptor"
"Q91ZC1","Receptor"
"Q7TN44","Receptor"
"Q7TN51","Receptor"
"Q91ZB8","Receptor"
"Q86SM8","Receptor"
"Q8VCJ6","Receptor"
"Q8R4G1","Receptor"
"Q96LB1","Receptor"
"Q86SM5","Receptor"
"Q99MT8","Receptor"
"Q01726","Receptor"
"Q801G2","Receptor"
"Q61830","Receptor"
"Q6DC77","Receptor"
"P08169","Receptor"
"Q91WW2","Receptor"
"Q3KNA1","Receptor"
"Q91ZB5","Receptor"
"Q3UG50","Receptor"
"P30204","Receptor"
"Q9TTY5","Receptor"
"Q61115","Receptor"
"Q8IYL9","Receptor"
"Q9Y6C5","Receptor"
"P16471","Receptor"
"Q7JQF1","Receptor"
"G3M4F8","Receptor"
"Q4LBB9","Receptor"
"Q18807","Receptor"
"Q9JL06","Receptor"
"G5ECX0","Receptor"
"A1Z7G7","Receptor"
"Q9Y5Y7","Receptor"
"Q7TQH7","Receptor"
"P59901","Receptor"
"Q9NPC1","Receptor"
"P35410","Receptor"
"P42702","Receptor"
"Q8NHL6","Receptor"
"Q8BLG2","Receptor"
"Q28005","Receptor"
"Q99KG5","Receptor"
"P70596","Receptor"
"Q8NG84","Receptor"
"Q8NGX1","Receptor"
"Q8NGA8","Receptor"
"P23267","Receptor"
"Q60883","Receptor"
"Q8VGD6","Receptor"
"P33533","Receptor"
"P33534","Receptor"
"P08099","Receptor"
"P91657","Receptor"
"P51490","Receptor"
"O16005","Receptor"
"O13018","Receptor"
"P41592","Receptor"
"O14718","Receptor"
"Q9P1Q5","Receptor"
"Q9W5G6","Receptor"
"Q15619","Receptor"
"Q8NH93","Receptor"
"Q8NGR9","Receptor"
"Q9V3Q2","Receptor"
"Q9V9I2","Receptor"
"Q8NH72","Receptor"
"Q8NGJ1","Receptor"
"Q9VT90","Receptor"
"P82985","Receptor"
"O95007","Receptor"
"Q8NGW6","Receptor"
"Q9VUK5","Receptor"
"O95944","Receptor"
"Q80TM9","Receptor"
"P29371","Receptor"
"O54709","Receptor"
"Q9EP86","Receptor"
"Q99466","Receptor"
"Q8NGC3","Receptor"
"Q8NGN5","Receptor"
"P30954","Receptor"
"Q8NHC6","Receptor"
"Q8NG76","Receptor"
"Q8NGF3","Receptor"
"Q8TCB6","Receptor"
"Q8NGJ8","Receptor"
"Q96RD2","Receptor"
"Q6IFG1","Receptor"
"Q8NH57","Receptor"
"Q6IF63","Receptor"
"Q8NGH5","Receptor"
"Q8NGF4","Receptor"
"Q6IFN5","Receptor"
"Q9VCZ3","Receptor"
"Q4LBB6","Receptor"
"P23270","Receptor"
"Q2KNE5","Receptor"
"Q1JPS6","Receptor"
"P28682","Receptor"
"Q9VYZ1","Receptor"
"Q8NH06","Receptor"
"P81911","Receptor"
"O95047","Receptor"
"O46077","Receptor"
"Q13607","Receptor"
"Q9GZK4","Receptor"
"O76002","Receptor"
"Q8NH16","Receptor"
"Q6IF00","Receptor"
"Q7Z3T1","Receptor"
"P81914","Receptor"
"Q9V9I4","Receptor"
"Q9V3N2","Receptor"
"P81922","Receptor"
"Q8NGD0","Receptor"
"O95221","Receptor"
"Q8NGP4","Receptor"
"Q9VT20","Receptor"
"Q9VU27","Receptor"
"Q8NGQ2","Receptor"
"P82986","Receptor"
"Q9VHE6","Receptor"
"Q8NGG4","Receptor"
"Q8MJV3","Receptor"
"Q61212","Receptor"
"Q8NGC0","Receptor"
"P22270","Receptor"
"Q15743","Receptor"
"Q9I816","Receptor"
"P34982","Receptor"
"P47890","Receptor"
"Q8NGS3","Receptor"
"P81913","Receptor"
"Q9GZK3","Receptor"
"O95371","Receptor"
"Q8NGH3","Receptor"
"Q8NGU4","Receptor"
"A6NFC9","Receptor"
"P81916","Receptor"
"P47883","Receptor"
"P81917","Receptor"
"Q9V6H2","Receptor"
"Q8NGF9","Receptor"
"Q9W1P7","Receptor"
"Q8NGI9","Receptor"
"Q8NGR4","Receptor"
"Q8NGL1","Receptor"
"Q8NGV6","Receptor"
"Q13606","Receptor"
"Q6IEU7","Receptor"
"P82982","Receptor"
"Q9VT92","Receptor"
"Q8NGY2","Receptor"
"Q8NGN1","Receptor"
"Q9VNK9","Receptor"
"Q9VHQ7","Receptor"
"Q9VHQ2","Receptor"
"Q9VFN2","Receptor"
"Q8NGM9","Receptor"
"Q8NG78","Receptor"
"Q8NGP2","Receptor"
"Q9VAZ3","Receptor"
"Q9W2U9","Receptor"
"Q8NGE7","Receptor"
"E2BJ30","Receptor"
"P07207","Receptor"
"Q8MJV2","Receptor"
"P0C0L6","Receptor"
"O35764","Receptor"
"Q6TCH4","Receptor"
"Q6ZVX9","Receptor"
"Q58D85","Receptor"
"P55086","Receptor"
"Q6XKD3","Receptor"
"Q09460","Receptor"
"O70156","Receptor"
"Q6IYF8","Receptor"
"P56449","Receptor"
"P51582","Receptor"
"O00398","Receptor"
"Q4R1I4","Receptor"
"Q9QXZ9","Receptor"
"Q8IYS5","Receptor"
"O70458","Receptor"
"P34985","Receptor"
"Q9QY00","Receptor"
"P34986","Receptor"
"P78380","Receptor"
"Q9H1Y3","Receptor"
"P79292","Receptor"
"Q5W9T5","Receptor"
"P04950","Receptor"
"O01668","Receptor"
"P51475","Receptor"
"Q99650","Receptor"
"P56719","Receptor"
"Q8TDS5","Receptor"
"P32215","Receptor"
"Q8NGE3","Receptor"
"Q8NGN2","Receptor"
"Q9UGF7","Receptor"
"Q8NGS6","Receptor"
"Q8NG92","Receptor"
"Q8NH90","Receptor"
"Q8NGI8","Receptor"
"Q19084","Receptor"
"Q96G91","Receptor"
"Q9ERK9","Receptor"
"Q5ZI82","Receptor"
"Q8R189","Receptor"
"Q6VZZ7","Receptor"
"P51471","Receptor"
"Q9VXL0","Receptor"
"P47887","Receptor"
"Q8NGR3","Receptor"
"Q15612","Receptor"
"Q8WTE7","Receptor"
"P81912","Receptor"
"Q6IF42","Receptor"
"Q5JQS5","Receptor"
"Q8N628","Receptor"
"Q5TZ20","Receptor"
"Q8NGT1","Receptor"
"Q8NG83","Receptor"
"Q9Y3N9","Receptor"
"Q8NG97","Receptor"
"P81915","Receptor"
"P81921","Receptor"
"Q8NGN8","Receptor"
"Q8NH37","Receptor"
"Q6IEV9","Receptor"
"Q8NGN0","Receptor"
"Q8NH41","Receptor"
"Q8N0Y3","Receptor"
"P81923","Receptor"
"Q96R08","Receptor"
"Q8WZ92","Receptor"
"Q8NGG2","Receptor"
"Q9UGF6","Receptor"
"Q9VT08","Receptor"
"Q9W3I5","Receptor"
"Q9VHS4","Receptor"
"P81924","Receptor"
"Q8N0Y5","Receptor"
"Q8NGG5","Receptor"
"Q8NGQ5","Receptor"
"P41232","Receptor"
"Q86VZ1","Receptor"
"Q9CPV9","Receptor"
"Q9BPV8","Receptor"
"Q9Y5X5","Receptor"
"Q9VNM1","Receptor"
"Q09502","Receptor"
"Q60767","Receptor"
"P31397","Receptor"
"P15529","Receptor"
"P08235","Receptor"
"P07700","Receptor"
"P18762","Receptor"
"Q9VCY8","Receptor"
"Q86SQ6","Receptor"
"Q8UUY8","Receptor"
"O14514","Receptor"
"Q8CGM1","Receptor"
"Q8IZF3","Receptor"
"Q8IZF2","Receptor"
"Q8IZF6","Receptor"
"Q8IZF4","Receptor"
"C6KFA3","Receptor"
"Q86SQ4","Receptor"
"O97827","Receptor"
"Q923X1","Receptor"
"Q9H6X2","Receptor"
"Q8VBT6","Receptor"
"Q8UUG8","Receptor"
"P28285","Receptor"
"P08909","Receptor"
"Q62758","Receptor"
"Q9JKA3","Receptor"
"O00220","Receptor"
"Q7TQB9","Receptor"
"Q8BX43","Receptor"
"Q925D8","Receptor"
"P97751","Receptor"
"Q9H7M9","Receptor"
"Q99PG6","Receptor"
"P16473","Receptor"
"P50637","Receptor"
"Q9VWS4","Receptor"
"O42930","Receptor"
"Q9UKP6","Receptor"
"Q925I4","Receptor"
"Q5TGU0","Receptor"
"P04437","Receptor"
"Q5T2D2","Receptor"
"Q8K1S4","Receptor"
"O95185","Receptor"
"Q95TU8","Receptor"
"Q9JKE2","Receptor"
"Q01717","Receptor"
"Q9VML9","Receptor"
"Q8K558","Receptor"
"Q2LA85","Receptor"
"P48974","Receptor"
"Q6X0I2","Receptor"
"P41587","Receptor"
"P03986","Receptor"
"Q6QMG1","Receptor"
"P01737","Receptor"
"P30560","Receptor"
"E9Q6I0","Receptor"
"O88721","Receptor"
"A0A5B9","Receptor"
"P07204","Receptor"
"P22290","Receptor"
"Q86UN3","Receptor"
"Q8VZS8","Receptor"
"Q9SSM7","Receptor"
"Q1ECF1","Receptor"
"Q80WD0","Receptor"
"Q9Y6N7","Receptor"
"Q9Z139","Receptor"
"Q9M622","Receptor"
"P01590","Receptor"
"P14784","Receptor"
"P26952","Receptor"
"Q63257","Receptor"
"P18614","Receptor"
"P08514","Receptor"
"P17301","Receptor"
"O44386","Receptor"
"Q62470","Receptor"
"P11688","Receptor"
"Q61739","Receptor"
"B8JK39","Receptor"
"P26011","Receptor"
"Q62053","Receptor"
"P34979","Receptor"
"Q9SN51","Receptor"
"O80992","Receptor"
"O80920","Receptor"
"Q8S8E3","Receptor"
"P0DH87","Receptor"
"Q9TU31","Receptor"
"P49190","Receptor"
"Q6AWJ9","Receptor"
"P15151","Receptor"
"Q63259","Receptor"
"Q9FLB1","Receptor"
"Q13308","Receptor"
"P9WJN5","Transporter"
"Q8VZL4","Transporter"
"Q9SYM1","Transporter"
"P0A742","Transporter"
"Q9LYG9","Transporter"
"P0C0S1","Transporter"
"Q01501","Transporter"
"P23242","Transporter"
"M9MSG8","Transporter"
"Q96DB9","Transporter"
"P34358","Transporter"
"P13794","Transporter"
"Q1I8U1","Transporter"
"Q9VAS7","Transporter"
"Q9XYN0","Transporter"
"Q9V427","Transporter"
"Q03412","Transporter"
"O61715","Transporter"
"Q9U3N4","Transporter"
"O01634","Transporter"
"Q19746","Transporter"
"Q9VRX6","Transporter"
"Q96RD6","Transporter"
"Q9VWL5","Transporter"
"P33085","Transporter"
